,state/region,ages,year,population,state
2031,TN,under18,2006,1470166.0,Tennessee
2032,TN,total,2005,5991057.0,Tennessee
2033,TN,under18,2005,1449326.0,Tennessee
2034,TN,total,2003,5847812.0,Tennessee
2035,TN,under18,2003,1424861.0,Tennessee
2036,TN,total,2004,5910809.0,Tennessee
2037,TN,under18,2004,1433343.0,Tennessee
2038,TN,total,2002,5795918.0,Tennessee
2039,TN,under18,2002,1414857.0,Tennessee
2040,TN,total,2001,5750789.0,Tennessee
2041,TN,under18,2001,1407578.0,Tennessee
2042,TN,total,1999,5638706.0,Tennessee
2043,TN,under18,1999,1385997.0,Tennessee
2044,TN,total,2000,5703719.0,Tennessee
2045,TN,under18,2000,1399685.0,Tennessee
2046,TN,total,1997,5499233.0,Tennessee
2047,TN,under18,1997,1359030.0,Tennessee
2048,TN,under18,1998,1369987.0,Tennessee
2049,TN,total,1998,5570045.0,Tennessee
2050,TN,under18,1996,1345723.0,Tennessee
2051,TN,total,1996,5416643.0,Tennessee
2052,TN,total,1995,5326936.0,Tennessee
2053,TN,under18,1995,1331616.0,Tennessee
2054,TN,under18,1994,1310988.0,Tennessee
2055,TN,total,1994,5231438.0,Tennessee
2056,TN,under18,1992,1259458.0,Tennessee
2057,TN,total,1992,5049742.0,Tennessee
2058,TN,total,1993,5137584.0,Tennessee
2059,TN,under18,1993,1285044.0,Tennessee
2060,TN,total,1991,4966587.0,Tennessee
2061,TN,under18,1991,1233260.0,Tennessee
2062,TN,under18,1990,1220200.0,Tennessee
2063,TN,total,1990,4894492.0,Tennessee
2064,TX,under18,1990,4906220.0,Texas
2065,TX,total,1990,17056755.0,Texas
2066,TX,total,1991,17398005.0,Texas
2067,TX,under18,1991,5000793.0,Texas
2068,TX,total,1993,18161612.0,Texas
2069,TX,under18,1993,5217899.0,Texas
2070,TX,under18,1992,5109805.0,Texas
2071,TX,total,1992,17759738.0,Texas
2072,TX,under18,1994,5331524.0,Texas
2073,TX,total,1994,18564062.0,Texas
2074,TX,total,1995,18958751.0,Texas
2075,TX,under18,1995,5421784.0,Texas
2076,TX,under18,1996,5551447.0,Texas
2077,TX,total,1996,19340342.0,Texas
2078,TX,under18,1998,5759054.0,Texas
2079,TX,total,1998,20157531.0,Texas
2080,TX,total,1997,19740317.0,Texas
2081,TX,under18,1997,5655482.0,Texas
2082,TX,total,2000,20944499.0,Texas
2083,TX,under18,2000,5906301.0,Texas
2084,TX,total,1999,20558220.0,Texas
2085,TX,under18,1999,5840211.0,Texas
2086,TX,total,2001,21319622.0,Texas
2087,TX,under18,2001,5980187.0,Texas
2088,TX,total,2002,21690325.0,Texas
2089,TX,under18,2002,6060372.0,Texas
2090,TX,total,2004,22394023.0,Texas
2091,TX,under18,2004,6208259.0,Texas
2092,TX,total,2003,22030931.0,Texas
2093,TX,under18,2003,6132980.0,Texas
2094,TX,total,2005,22778123.0,Texas
2095,TX,under18,2005,6290970.0,Texas
2096,TX,total,2006,23359580.0,Texas
2097,TX,under18,2006,6446798.0,Texas
2098,TX,total,2008,24309039.0,Texas
2099,TX,under18,2008,6675917.0,Texas
2100,TX,total,2007,23831983.0,Texas
2101,TX,under18,2007,6565872.0,Texas
2102,TX,under18,2013,7041986.0,Texas
2103,TX,total,2013,26448193.0,Texas
2104,TX,total,2009,24801761.0,Texas
2105,TX,under18,2009,6792907.0,Texas
2106,TX,total,2010,25245178.0,Texas
2107,TX,under18,2010,6879014.0,Texas
2108,TX,under18,2011,6931758.0,Texas
2109,TX,total,2011,25640909.0,Texas
2110,TX,under18,2012,6985807.0,Texas
2111,TX,total,2012,26060796.0,Texas
2112,UT,total,2012,2854871.0,Utah
2113,UT,under18,2012,888578.0,Utah
2114,UT,total,2011,2814784.0,Utah
2115,UT,under18,2011,881350.0,Utah
2116,UT,under18,2010,873019.0,Utah
2117,UT,total,2010,2774424.0,Utah
2118,UT,total,2009,2723421.0,Utah
2119,UT,under18,2009,857853.0,Utah
2120,UT,total,2013,2900872.0,Utah
2121,UT,under18,2013,896589.0,Utah
2122,UT,total,2007,2597746.0,Utah
2123,UT,under18,2007,815496.0,Utah
2124,UT,total,2008,2663029.0,Utah
2125,UT,under18,2008,837258.0,Utah
2126,UT,total,2006,2525507.0,Utah
2127,UT,under18,2006,789957.0,Utah
2128,UT,total,2005,2457719.0,Utah
2129,UT,under18,2005,767888.0,Utah
2130,UT,total,2003,2360137.0,Utah
2131,UT,under18,2003,740483.0,Utah
2132,UT,total,2004,2401580.0,Utah
2133,UT,under18,2004,751771.0,Utah
2134,UT,total,2002,2324815.0,Utah
2135,UT,under18,2002,733517.0,Utah
2136,UT,total,2001,2283715.0,Utah
2137,UT,under18,2001,726819.0,Utah
2138,UT,total,1999,2203482.0,Utah
2139,UT,under18,1999,715398.0,Utah
2140,UT,total,2000,2244502.0,Utah
2141,UT,under18,2000,721686.0,Utah
2142,UT,total,1997,2119784.0,Utah
2143,UT,under18,1997,699528.0,Utah
2144,UT,under18,1998,709386.0,Utah
2145,UT,total,1998,2165961.0,Utah
2146,UT,under18,1996,687078.0,Utah
2147,UT,total,1996,2067976.0,Utah
2148,UT,total,1995,2014179.0,Utah
2149,UT,under18,1995,679636.0,Utah
2150,UT,under18,1994,673935.0,Utah
2151,UT,total,1994,1960446.0,Utah
2152,UT,under18,1992,648725.0,Utah
2153,UT,total,1992,1836799.0,Utah
2154,UT,total,1993,1898404.0,Utah
2155,UT,under18,1993,662968.0,Utah
2156,UT,total,1991,1779780.0,Utah
2157,UT,under18,1991,637216.0,Utah
2158,UT,under18,1990,627122.0,Utah
2159,UT,total,1990,1731223.0,Utah
2160,VT,under18,1990,143296.0,Vermont
2161,VT,total,1990,564798.0,Vermont
2162,VT,total,1991,568606.0,Vermont
2163,VT,under18,1991,145219.0,Vermont
2164,VT,total,1993,577748.0,Vermont
2165,VT,under18,1993,148705.0,Vermont
2166,VT,under18,1992,146983.0,Vermont
2167,VT,total,1992,572751.0,Vermont
2168,VT,under18,1994,150794.0,Vermont
2169,VT,total,1994,583836.0,Vermont
2170,VT,total,1995,589003.0,Vermont
2171,VT,under18,1995,151439.0,Vermont
2172,VT,under18,1996,151490.0,Vermont
2173,VT,total,1996,593701.0,Vermont
2174,VT,under18,1998,148467.0,Vermont
2175,VT,total,1998,600416.0,Vermont
2176,VT,total,1997,597239.0,Vermont
2177,VT,under18,1997,150040.0,Vermont
2178,VT,total,2000,609618.0,Vermont
2179,VT,under18,2000,147549.0,Vermont
2180,VT,total,1999,604683.0,Vermont
2181,VT,under18,1999,147859.0,Vermont
2182,VT,total,2001,612223.0,Vermont
2183,VT,under18,2001,146040.0,Vermont
2184,VT,total,2002,615442.0,Vermont
2185,VT,under18,2002,144441.0,Vermont
2186,VT,total,2004,619920.0,Vermont
2187,VT,under18,2004,141068.0,Vermont
2188,VT,total,2003,617858.0,Vermont
2189,VT,under18,2003,142718.0,Vermont
2190,VT,total,2005,621215.0,Vermont
2191,VT,under18,2005,138933.0,Vermont
2192,VT,total,2006,622892.0,Vermont
2193,VT,under18,2006,136731.0,Vermont
2194,VT,total,2008,624151.0,Vermont
2195,VT,under18,2008,132600.0,Vermont
2196,VT,total,2007,623481.0,Vermont
2197,VT,under18,2007,134695.0,Vermont
2198,VT,under18,2013,122701.0,Vermont
2199,VT,total,2013,626630.0,Vermont
2200,VT,total,2009,624817.0,Vermont
2201,VT,under18,2009,130450.0,Vermont
2202,VT,total,2010,625793.0,Vermont
2203,VT,under18,2010,128601.0,Vermont
2204,VT,under18,2011,126500.0,Vermont
2205,VT,total,2011,626320.0,Vermont
2206,VT,under18,2012,124555.0,Vermont
2207,VT,total,2012,625953.0,Vermont
2208,VA,total,2012,8186628.0,Virginia
2209,VA,under18,2012,1861323.0,Virginia
2210,VA,total,2011,8105850.0,Virginia
2211,VA,under18,2011,1857585.0,Virginia
2212,VA,under18,2010,1855025.0,Virginia
2213,VA,total,2010,8024417.0,Virginia
2214,VA,total,2009,7925937.0,Virginia
2215,VA,under18,2009,1845132.0,Virginia
2216,VA,total,2013,8260405.0,Virginia
2217,VA,under18,2013,1864535.0,Virginia
2218,VA,total,2007,7751000.0,Virginia
2219,VA,under18,2007,1834386.0,Virginia
2220,VA,total,2008,7833496.0,Virginia
2221,VA,under18,2008,1838361.0,Virginia
2222,VA,total,2005,7577105.0,Virginia
2223,VA,under18,2005,1816270.0,Virginia
2224,VA,total,2006,7673725.0,Virginia
2225,VA,under18,2006,1826368.0,Virginia
2226,VA,total,2003,7366977.0,Virginia
2227,VA,under18,2003,1782254.0,Virginia
2228,VA,total,2004,7475575.0,Virginia
2229,VA,under18,2004,1801958.0,Virginia
2230,VA,total,2002,7286873.0,Virginia
2231,VA,under18,2002,1771247.0,Virginia
2232,VA,total,2001,7198362.0,Virginia
2233,VA,under18,2001,1754549.0,Virginia
2234,VA,total,1999,7000174.0,Virginia
2235,VA,under18,1999,1723125.0,Virginia
2236,VA,total,2000,7105817.0,Virginia
2237,VA,under18,2000,1741420.0,Virginia
2238,VA,total,1997,6829183.0,Virginia
2239,VA,under18,1997,1683766.0,Virginia
2240,VA,under18,1998,1706261.0,Virginia
2241,VA,total,1998,6900918.0,Virginia
2242,VA,under18,1996,1664147.0,Virginia
2243,VA,total,1996,6750884.0,Virginia
2244,VA,total,1995,6670693.0,Virginia
2245,VA,under18,1995,1649005.0,Virginia
2246,VA,under18,1994,1628711.0,Virginia
2247,VA,total,1994,6593139.0,Virginia
2248,VA,under18,1992,1581544.0,Virginia
2249,VA,total,1992,6414307.0,Virginia
2250,VA,total,1993,6509630.0,Virginia
2251,VA,under18,1993,1604758.0,Virginia
2252,VA,total,1991,6301217.0,Virginia
2253,VA,under18,1991,1548258.0,Virginia
2254,VA,under18,1990,1520670.0,Virginia
2255,VA,total,1990,6216884.0,Virginia
2256,WA,under18,1990,1301545.0,Washington
2257,WA,total,1990,4903043.0,Washington
2258,WA,total,1991,5025624.0,Washington
2259,WA,under18,1991,1326527.0,Washington
2260,WA,total,1993,5278842.0,Washington
2261,WA,under18,1993,1387716.0,Washington
2262,WA,under18,1992,1365480.0,Washington
2263,WA,total,1992,5160757.0,Washington
2264,WA,under18,1994,1409922.0,Washington
2265,WA,total,1994,5375161.0,Washington
2266,WA,total,1995,5481027.0,Washington
2267,WA,under18,1995,1429397.0,Washington
2268,WA,under18,1996,1449613.0,Washington
2269,WA,total,1996,5569753.0,Washington
2270,WA,under18,1998,1494784.0,Washington
2271,WA,total,1998,5769562.0,Washington
2272,WA,total,1997,5674747.0,Washington
2273,WA,under18,1997,1473646.0,Washington
2274,WA,total,2000,5910512.0,Washington
2275,WA,under18,2000,1516361.0,Washington
2276,WA,total,1999,5842564.0,Washington
2277,WA,under18,1999,1507824.0,Washington
2278,WA,total,2001,5985722.0,Washington
2279,WA,under18,2001,1517527.0,Washington
2280,WA,total,2002,6052349.0,Washington
2281,WA,under18,2002,1517655.0,Washington
2282,WA,total,2004,6178645.0,Washington
2283,WA,under18,2004,1520751.0,Washington
2284,WA,total,2003,6104115.0,Washington
2285,WA,under18,2003,1514877.0,Washington
2286,WA,total,2005,6257305.0,Washington
2287,WA,under18,2005,1523890.0,Washington
2288,WA,total,2006,6370753.0,Washington
2289,WA,under18,2006,1536926.0,Washington
2290,WA,total,2008,6562231.0,Washington
2291,WA,under18,2008,1560302.0,Washington
2292,WA,total,2007,6461587.0,Washington
2293,WA,under18,2007,1549582.0,Washington
2294,WA,under18,2013,1595795.0,Washington
2295,WA,total,2013,6971406.0,Washington
2296,WA,total,2009,6667426.0,Washington
2297,WA,under18,2009,1574403.0,Washington
2298,WA,total,2010,6742256.0,Washington
2299,WA,under18,2010,1581436.0,Washington
2300,WA,under18,2011,1584709.0,Washington
2301,WA,total,2011,6821481.0,Washington
2302,WA,under18,2012,1588451.0,Washington
2303,WA,total,2012,6895318.0,Washington
2304,WV,total,2012,1856680.0,West Virginia
2305,WV,under18,2012,384030.0,West Virginia
2306,WV,total,2011,1855184.0,West Virginia
2307,WV,under18,2011,385283.0,West Virginia
2308,WV,under18,2010,387224.0,West Virginia
2309,WV,total,2010,1854146.0,West Virginia
2310,WV,total,2009,1847775.0,West Virginia
2311,WV,under18,2009,389036.0,West Virginia
2312,WV,total,2013,1854304.0,West Virginia
2313,WV,under18,2013,381678.0,West Virginia
2314,WV,total,2007,1834052.0,West Virginia
2315,WV,under18,2007,390661.0,West Virginia
2316,WV,total,2008,1840310.0,West Virginia
2317,WV,under18,2008,390210.0,West Virginia
2318,WV,total,2006,1827912.0,West Virginia
2319,WV,under18,2006,390637.0,West Virginia
2320,WV,total,2005,1820492.0,West Virginia
2321,WV,under18,2005,390431.0,West Virginia
2322,WV,total,2003,1812295.0,West Virginia
2323,WV,under18,2003,392460.0,West Virginia
2324,WV,total,2004,1816438.0,West Virginia
2325,WV,under18,2004,391856.0,West Virginia
2326,WV,total,2002,1805414.0,West Virginia
2327,WV,under18,2002,393569.0,West Virginia
2328,WV,total,2001,1801481.0,West Virginia
2329,WV,under18,2001,395307.0,West Virginia
2330,WV,total,1999,1811799.0,West Virginia
2331,WV,under18,1999,406784.0,West Virginia
2332,WV,total,2000,1807021.0,West Virginia
2333,WV,under18,2000,401062.0,West Virginia
2334,WV,total,1997,1819113.0,West Virginia
2335,WV,under18,1997,418037.0,West Virginia
2336,WV,under18,1998,412793.0,West Virginia
2337,WV,total,1998,1815609.0,West Virginia
2338,WV,under18,1996,422831.0,West Virginia
2339,WV,total,1996,1822808.0,West Virginia
2340,WV,total,1995,1823700.0,West Virginia
2341,WV,under18,1995,428790.0,West Virginia
2342,WV,under18,1994,429128.0,West Virginia
2343,WV,total,1994,1820421.0,West Virginia
2344,WV,under18,1992,433116.0,West Virginia
2345,WV,total,1992,1806451.0,West Virginia
2346,WV,total,1993,1817539.0,West Virginia
2347,WV,under18,1993,432364.0,West Virginia
2348,WV,total,1991,1798735.0,West Virginia
2349,WV,under18,1991,433918.0,West Virginia
2350,WV,under18,1990,436797.0,West Virginia
2351,WV,total,1990,1792548.0,West Virginia
2352,WI,under18,1990,1302869.0,Wisconsin
2353,WI,total,1990,4904562.0,Wisconsin
2354,WI,total,1991,4964343.0,Wisconsin
2355,WI,under18,1991,1314855.0,Wisconsin
2356,WI,total,1993,5084889.0,Wisconsin
2357,WI,under18,1993,1337334.0,Wisconsin
2358,WI,under18,1992,1330555.0,Wisconsin
2359,WI,total,1992,5025398.0,Wisconsin
2360,WI,under18,1994,1348110.0,Wisconsin
2361,WI,total,1994,5133678.0,Wisconsin
2362,WI,total,1995,5184836.0,Wisconsin
2363,WI,under18,1995,1351343.0,Wisconsin
2364,WI,under18,1996,1352877.0,Wisconsin
2365,WI,total,1996,5229986.0,Wisconsin
2366,WI,under18,1998,1362907.0,Wisconsin
2367,WI,total,1998,5297673.0,Wisconsin
2368,WI,total,1997,5266213.0,Wisconsin
2369,WI,under18,1997,1359712.0,Wisconsin
2370,WI,total,1999,5332666.0,Wisconsin
2371,WI,under18,1999,1367019.0,Wisconsin
2372,WI,total,2000,5373999.0,Wisconsin
2373,WI,under18,2000,1370440.0,Wisconsin
2374,WI,total,2001,5406835.0,Wisconsin
2375,WI,under18,2001,1367593.0,Wisconsin
2376,WI,total,2002,5445162.0,Wisconsin
2377,WI,under18,2002,1365315.0,Wisconsin
2378,WI,total,2004,5514026.0,Wisconsin
2379,WI,under18,2004,1354643.0,Wisconsin
2380,WI,total,2003,5479203.0,Wisconsin
2381,WI,under18,2003,1358505.0,Wisconsin
2382,WI,total,2005,5546166.0,Wisconsin
2383,WI,under18,2005,1349866.0,Wisconsin
2384,WI,total,2006,5577655.0,Wisconsin
2385,WI,under18,2006,1348785.0,Wisconsin
2386,WI,total,2008,5640996.0,Wisconsin
2387,WI,under18,2008,1345573.0,Wisconsin
2388,WI,total,2007,5610775.0,Wisconsin
2389,WI,under18,2007,1348901.0,Wisconsin
2390,WI,under18,2013,1307776.0,Wisconsin
2391,WI,total,2013,5742713.0,Wisconsin
2392,WI,total,2009,5669264.0,Wisconsin
2393,WI,under18,2009,1342411.0,Wisconsin
2394,WI,total,2010,5689060.0,Wisconsin
2395,WI,under18,2010,1336094.0,Wisconsin
2396,WI,under18,2011,1325870.0,Wisconsin
2397,WI,total,2011,5708785.0,Wisconsin
2398,WI,under18,2012,1316113.0,Wisconsin
2399,WI,total,2012,5724554.0,Wisconsin
2400,WY,total,2012,576626.0,Wyoming
2401,WY,under18,2012,136526.0,Wyoming
2402,WY,total,2011,567329.0,Wyoming
2403,WY,under18,2011,135407.0,Wyoming
2404,WY,under18,2010,135351.0,Wyoming
2405,WY,total,2010,564222.0,Wyoming
2406,WY,total,2009,559851.0,Wyoming
2407,WY,under18,2009,134960.0,Wyoming
2408,WY,total,2013,582658.0,Wyoming
2409,WY,under18,2013,137679.0,Wyoming
2410,WY,total,2007,534876.0,Wyoming
2411,WY,under18,2007,128760.0,Wyoming
2412,WY,total,2008,546043.0,Wyoming
2413,WY,under18,2008,131511.0,Wyoming
2414,WY,total,2006,522667.0,Wyoming
2415,WY,under18,2006,125525.0,Wyoming
2416,WY,total,2005,514157.0,Wyoming
2417,WY,under18,2005,124022.0,Wyoming
2418,WY,total,2003,503453.0,Wyoming
2419,WY,under18,2003,124182.0,Wyoming
2420,WY,total,2004,509106.0,Wyoming
2421,WY,under18,2004,123974.0,Wyoming
2422,WY,total,2002,500017.0,Wyoming
2423,WY,under18,2002,125495.0,Wyoming
2424,WY,total,2001,494657.0,Wyoming
2425,WY,under18,2001,126212.0,Wyoming
2426,WY,total,2000,494300.0,Wyoming
2427,WY,under18,2000,128774.0,Wyoming
2428,WY,total,1999,491780.0,Wyoming
2429,WY,under18,1999,130793.0,Wyoming
2430,WY,total,1997,489452.0,Wyoming
2431,WY,under18,1997,134328.0,Wyoming
2432,WY,under18,1998,132602.0,Wyoming
2433,WY,total,1998,490787.0,Wyoming
2434,WY,under18,1996,135698.0,Wyoming
2435,WY,total,1996,488167.0,Wyoming
2436,WY,total,1995,485160.0,Wyoming
2437,WY,under18,1995,136785.0,Wyoming
2438,WY,under18,1994,137733.0,Wyoming
2439,WY,total,1994,480283.0,Wyoming
2440,WY,under18,1992,137308.0,Wyoming
2441,WY,total,1992,466251.0,Wyoming
2442,WY,total,1993,473081.0,Wyoming
2443,WY,under18,1993,137458.0,Wyoming
2444,WY,total,1991,459260.0,Wyoming
2445,WY,under18,1991,136720.0,Wyoming
2446,WY,under18,1990,136078.0,Wyoming
2447,WY,total,1990,453690.0,Wyoming
2448,PR,under18,1990,,Puerto Rico
2449,PR,total,1990,,Puerto Rico
2450,PR,total,1991,,Puerto Rico
2451,PR,under18,1991,,Puerto Rico
2452,PR,total,1993,,Puerto Rico
2453,PR,under18,1993,,Puerto Rico
2454,PR,under18,1992,,Puerto Rico
2455,PR,total,1992,,Puerto Rico
2456,PR,under18,1994,,Puerto Rico
2457,PR,total,1994,,Puerto Rico
2458,PR,total,1995,,Puerto Rico
2459,PR,under18,1995,,Puerto Rico
2460,PR,under18,1996,,Puerto Rico
2461,PR,total,1996,,Puerto Rico
2462,PR,under18,1998,,Puerto Rico
2463,PR,total,1998,,Puerto Rico
2464,PR,total,1997,,Puerto Rico
2465,PR,under18,1997,,Puerto Rico
2466,PR,total,1999,,Puerto Rico
2467,PR,under18,1999,,Puerto Rico
2468,PR,total,2000,3810605.0,Puerto Rico
2469,PR,under18,2000,1089063.0,Puerto Rico
2470,PR,total,2001,3818774.0,Puerto Rico
2471,PR,under18,2001,1077566.0,Puerto Rico
2472,PR,total,2002,3823701.0,Puerto Rico
2473,PR,under18,2002,1065051.0,Puerto Rico
2474,PR,total,2004,3826878.0,Puerto Rico
2475,PR,under18,2004,1035919.0,Puerto Rico
2476,PR,total,2003,3826095.0,Puerto Rico
2477,PR,under18,2003,1050615.0,Puerto Rico
2478,PR,total,2005,3821362.0,Puerto Rico
2479,PR,under18,2005,1019447.0,Puerto Rico
2480,PR,total,2006,3805214.0,Puerto Rico
2481,PR,under18,2006,998543.0,Puerto Rico
2482,PR,total,2007,3782995.0,Puerto Rico
2483,PR,under18,2007,973613.0,Puerto Rico
2484,PR,total,2008,3760866.0,Puerto Rico
2485,PR,under18,2008,945705.0,Puerto Rico
2486,PR,under18,2013,814068.0,Puerto Rico
2487,PR,total,2013,3615086.0,Puerto Rico
2488,PR,total,2009,3740410.0,Puerto Rico
2489,PR,under18,2009,920794.0,Puerto Rico
2490,PR,total,2010,3721208.0,Puerto Rico
2491,PR,under18,2010,896945.0,Puerto Rico
2492,PR,under18,2011,869327.0,Puerto Rico
2493,PR,total,2011,3686580.0,Puerto Rico
2494,PR,under18,2012,841740.0,Puerto Rico
2495,PR,total,2012,3651545.0,Puerto Rico
2496,USA,under18,1990,64218512.0,Unit states
2497,USA,total,1990,249622814.0,Unit states
2498,USA,total,1991,252980942.0,Unit states
2499,USA,under18,1991,65313018.0,Unit states
2500,USA,under18,1992,66509177.0,Unit states
2501,USA,total,1992,256514231.0,Unit states
2502,USA,total,1993,259918595.0,Unit states
2503,USA,under18,1993,67594938.0,Unit states
2504,USA,under18,1994,68640936.0,Unit states
2505,USA,total,1994,263125826.0,Unit states
2506,USA,under18,1995,69473140.0,Unit states
2507,USA,under18,1996,70233512.0,Unit states
2508,USA,total,1995,266278403.0,Unit states
2509,USA,total,1996,269394291.0,Unit states
2510,USA,total,1997,272646932.0,Unit states
2511,USA,under18,1997,70920738.0,Unit states
2512,USA,under18,1998,71431406.0,Unit states
2513,USA,total,1998,275854116.0,Unit states
2514,USA,under18,1999,71946051.0,Unit states
2515,USA,total,2000,282162411.0,Unit states
2516,USA,under18,2000,72376189.0,Unit states
2517,USA,total,1999,279040181.0,Unit states
2518,USA,total,2001,284968955.0,Unit states
2519,USA,under18,2001,72671175.0,Unit states
2520,USA,total,2002,287625193.0,Unit states
2521,USA,under18,2002,72936457.0,Unit states
2522,USA,total,2003,290107933.0,Unit states
2523,USA,under18,2003,73100758.0,Unit states
2524,USA,total,2004,292805298.0,Unit states
2525,USA,under18,2004,73297735.0,Unit states
2526,USA,total,2005,295516599.0,Unit states
2527,USA,under18,2005,73523669.0,Unit states
2528,USA,total,2006,298379912.0,Unit states
2529,USA,under18,2006,73757714.0,Unit states
2530,USA,total,2007,301231207.0,Unit states
2531,USA,under18,2007,74019405.0,Unit states
2532,USA,total,2008,304093966.0,Unit states
2533,USA,under18,2008,74104602.0,Unit states
2534,USA,under18,2013,73585872.0,Unit states
2535,USA,total,2013,316128839.0,Unit states
2536,USA,total,2009,306771529.0,Unit states
2537,USA,under18,2009,74134167.0,Unit states
2538,USA,under18,2010,74119556.0,Unit states
2539,USA,total,2010,309326295.0,Unit states
2540,USA,under18,2011,73902222.0,Unit states
2541,USA,total,2011,311582564.0,Unit states
2542,USA,under18,2012,73708179.0,Unit states
2543,USA,total,2012,313873685.0,Unit states
