id,name,index,size,number,drawingno
29NG1102024,1,1, ,1,33NG39-03_1
29NG1101726,1,2, ,1,33NG39-03_1
2521838019,1,5,"3,5X9,5 UNI6954",1,33NG39-03_1
29NG1100559,1,1, ,1,33NG39-05_1
29NG1101923,1,2, ,1,33NG39-05_1
29NG1101743,1,3, ,1,33NG39-05_1
29NG1101742,1,4, ,1,33NG39-05_1
2519773007,1,5,DIN 6325 5 X 22,1,33NG39-05_1
29NG1101741,1,6, ,1,33NG39-05_1
0NG812,1,7, ,1,33NG39-05_1
2520504013,1,8,T.C.B UNI 5931-67-8.8 M6 X 50,1,33NG39-05_1
2520504016,1,9,T.C.B UNI 5931-67 8.8 M6 X 65,1,33NG39-05_1
2508103002,1,10,608-2RS1 (8X22X7),1,33NG39-05_1
2519780072,1,11,8X20,1,33NG39-05_1
2520504006,1,12,T.C.B UNI 5931-67-8.8 M6 X 20,1,33NG39-05_1
2520904105,1,13,S.T.B UNI 5923-67-X10CR13 M6 X 16,1,33NG39-05_1
2529405006,1,14, ,1,33NG39-05_1
2539914030,1,15, ,1,33NG39-05_1
0NG813,1,16, ,1,33NG39-05_1
2520503102,1,17,T.C.B UNI 5931-67-X10CR13 M5 X 12,1,33NG39-05_1
29NG1101406,1,18, ,1,33NG39-05_1
2520703003,1,19,T.S.B UNI 5933-67-10.9 M4X14,1,33NG39-05_1
2520703101,1,20,T.S.B UNI 5933-67-X10CR13 M4 X 10,1,33NG39-05_1
2520902101,1,21,S.T.B UNI 5923-67-X10CR13 M4 X 5,1,33NG39-05_1
2513602026,1,22,"SILVENT TIPO MJ6 ""A&P""",1,33NG39-05_1
2520504021,1,23,T.C.B UNI 5931-67-8.8 M6 X 100,1,33NG39-05_1
29NG1101605,1,24, ,1,33NG39-05_1
2520902102,1,25,S.T.B UNI 5923-67X10CR13 M4X6,1,33NG39-05_1
29NG1101606,1,26, ,1,33NG39-05_1
29NG1101740,1,27, ,1,33NG39-05_1
29NG1100531,1,1, ,1,33NG39-07_1
0NG5867,1,2, ,1,33NG39-07_1
29NG1100534,1,3, ,1,33NG39-07_1
29NG1100163,1,4, ,1,33NG39-07_1
2519771004,1,5,CILINDRICA DIN 6325 3 X 16,1,33NG39-07_1
29NG1100525,1,6, ,1,33NG39-07_1
2519771004,1,7,CILINDRICA DIN 6325 3 X 16,1,33NG39-07_1
29NG1100524,1,8, ,1,33NG39-07_1
2519771004,1,9,CILINDRICA DIN 6325 3 X 16,1,33NG39-07_1
29NG1100671,1,10, ,1,33NG39-07_1
0NG6902,1,11, ,1,33NG39-07_1
29NG1100538,1,12, ,1,33NG39-07_1
29NG1100539,1,13, ,1,33NG39-07_1
2508180001,1,14,624-2Z (4X13X5),1,33NG39-07_1
2520502003,1,15,T.C.B UNI 5931-67-8.8 M4 X 10,1,33NG39-07_1
2520605104,1,16,T.S UNI 6109     10CR13 M4 X 10,1,33NG39-07_1
0NG9875,1,17, ,1,33NG39-07_1
2520505004,1,18,T.C.B UNI 5931-67-8.8 M8 X 20,1,33NG39-07_1
2520505006,1,19,T.C.B UNI 5931-67-8.8 M8 X 25,1,33NG39-07_1
2519771004,1,20,CILINDRICA DIN 6325 3 X 16,1,33NG39-07_1
0NG9454,1,21, ,1,33NG39-07_1
0NG6902,1,22, ,1,33NG39-07_1
2520603108,1,23,T.S UNI 6109     10CR13 M3 X 16,1,33NG39-07_1
2520605102,1,24,T.S UNI 6109     X10CR13 M4 X 8,1,33NG39-07_1
2519772003,1,25,VICTORIA DIN 6325 4 X 14,1,33NG39-07_1
29NG1100633,1,1, ,1,33NG39-09_1
2520503003,1,2,T.C.B UNI 5931-67-8.8 M5 X 14,1,33NG39-09_1
29NG1100529,1,3, ,1,33NG39-09_1
2520503003,1,4,T.C.B UNI 5931-67-8.8 M5 X 14,1,33NG39-09_1
29NG1100528,1,5, ,1,33NG39-09_1
29NG1100527,1,6, ,1,33NG39-09_1
29NG1100526,1,7, ,1,33NG39-09_1
29NG1100532,1,8, ,1,33NG39-09_1
2520503003,1,9,T.C.B UNI 5931-67-8.8 M5 X 14,1,33NG39-09_1
2520606101,1,10,T.S UNI 6109     10CR13 M5 X 8,1,33NG39-09_1
29NG1100516,1,11, ,1,33NG39-09_1
2520605102,1,12,T.S UNI 6109     X10CR13 M4 X 8,1,33NG39-09_1
29NG1100536,1,13, ,1,33NG39-09_1
29NG1100540,1,14, ,1,33NG39-09_1
2520605101,1,15,T.S UNI 6109     X10CR13 M4 X 12,1,33NG39-09_1
29NG1100634,1,16, ,1,33NG39-09_1
29NG1100541,1,17, ,1,33NG39-09_1
2520605101,1,18,T.S UNI 6109     X10CR13 M4 X 12,1,33NG39-09_1
2510227021,1,1,CON MOLLETTA N.26(CAT.136),1,33NG39-102_1
2519778005,1,2,DIN 6325 10 X 35,1,33NG39-102_1
2520503001,1,3,T.C.B UNI 5931-67-8.8 M5 X 10,1,33NG39-102_1
2520503004,1,4,T.C.B UNI 5931-67-8.8 M5 X 16,1,33NG39-102_1
2520503104,1,5,T.C.B UNI 5931-67-X10CR13 M5 X 16,1,33NG39-102_1
0NG1199,1,6, ,1,33NG39-102_1
0NG1240,1,7, ,1,33NG39-102_1
0NG3675,1,8, ,1,33NG39-102_1
29NG1100720,1,9, ,1,33NG39-102_1
29NG1100717,1,10, ,1,33NG39-102_1
29NG1101397,1,11, ,1,33NG39-102_1
29NG1101398,1,12, ,1,33NG39-102_1
29NG1101796,1,13, ,1,33NG39-102_1
2510227021,1,1,CON MOLLETTA N.26(CAT.136),1,33NG39-104_1
2519778005,1,2,DIN 6325 10 X 35,1,33NG39-104_1
2520503001,1,3,T.C.B UNI 5931-67-8.8 M5 X 10,1,33NG39-104_1
2520503004,1,4,T.C.B UNI 5931-67-8.8 M5 X 16,1,33NG39-104_1
0NG1199,1,5, ,1,33NG39-104_1
0NG1240,1,6, ,1,33NG39-104_1
0NG3675,1,7, ,1,33NG39-104_1
29NG1100715,1,8, ,1,33NG39-104_1
29NG1100717,1,9, ,1,33NG39-104_1
29NG1101395,1,10, ,1,33NG39-104_1
29NG1101396,1,11, ,1,33NG39-104_1
2520506006,1,1,T.C.B UNI 5931-67-8.8 M10 X 25,1,33NG39-108_1
29NG1101459,1,2, ,1,33NG39-108_1
0NG10905,1,3, ,1,33NG39-108_1
29NG1101458,1,4, ,1,33NG39-108_1
0NG10904,1,5, ,1,33NG39-108_1
0NG10906,1,6, ,1,33NG39-108_1
2513916170,1,1,"""L""31990409 TUBO D.4-M3",1,33NG39-110_1
2519601103,1,2,"UNI 6592 X10CR13 3,2 X 7 X 0,5",1,33NG39-110_1
2520501003,1,3,T.C.B UNI 5931-67-8.8 M3 X 8,1,33NG39-110_1
2520501103,1,4,T.C.B. UNI 5931-67 X10CR13 M 3 X 8,1,33NG39-110_1
2520703101,1,5,T.S.B UNI 5933-67-X10CR13 M4 X 10,1,33NG39-110_1
2520706100,1,6,T.S.B UNI 5933-67X10CR13 M8X16,1,33NG39-110_1
0NG10285,1,7, ,1,33NG39-110_1
0NG10291,1,8, ,1,33NG39-110_1
0NG10292,1,9, ,1,33NG39-110_1
0NG10293,1,10, ,1,33NG39-110_1
29NG1102436,1,11, ,1,33NG39-110_1
2520206015,1,1,TE UNI 5737-65-8.8 M8 X 90,1,33NG39-114_1
29NG1101834,1,2, ,1,33NG39-114_1
29NG1101835,1,3, ,1,33NG39-114_1
0NG10829,1,4, ,1,33NG39-114_1
29NG1101966,1,5, ,1,33NG39-114_1
29NG1101791,1,1, ,1,33NG39-116_1
29NG1101792,1,2, ,1,33NG39-116_1
29NG1101404,1,3, ,1,33NG39-116_1
29NG1101405,1,4, ,1,33NG39-116_1
29NG1100855,1,1, ,1,33NG39-118_1
29NG1102362,1,1, ,1,33NG39-11_1
2519773007,1,2,DIN 6325 5 X 22,1,33NG39-11_1
2519773009,1,3,DIN 6325 5 X 28,1,33NG39-11_1
29NG1102359,1,4, ,1,33NG39-11_1
2519773009,1,5,DIN 6325 5 X 28,1,33NG39-11_1
2519773007,1,6,DIN 6325 5 X 22,1,33NG39-11_1
29NG1102363,1,7, ,1,33NG39-11_1
29NG1102360,1,8, ,1,33NG39-11_1
29NG1102364,1,9, ,1,33NG39-11_1
29NG1102361,1,10, ,1,33NG39-11_1
29NG1102365,1,11, ,1,33NG39-11_1
2520503010,1,12,T.C.B UNI 5931-67-8.8,1,33NG39-11_1
29NG1100318,1,13, ,1,33NG39-11_1
2520503002,1,14,T.C.B UNI 5931-67-8.8 M5 X 12,1,33NG39-11_1
29NG1100407,1,15, ,1,33NG39-11_1
2520704107,1,16,T.S.B UNI 5933 M5 X 22,1,33NG39-11_1
29NG1101922,1,1, ,1,33NG39-120_1
2520503104,1,1,T.C.B UNI 5931-67-X10CR13 M5 X 16,1,33NG39-122_1
2520552025,1,2,T.B.BOMBATA UNI-ISO 7380 M 6 X 10,1,33NG39-122_1
29NG1101526,1,3, ,1,33NG39-122_1
29NG1102003,1,4, ,1,33NG39-122_1
2520704101,1,1,TSB UNI 5933-67 X10CR13 - M5X10,1,33NG39-124_1
29NG1101915,1,2, ,1,33NG39-124_1
29NG1101916,1,3, ,1,33NG39-124_1
29NG1100497,1,1, ,1,33NG39-13_1
2519601005,1,2,"UNI 6592 5,3 X 10 X 1",1,33NG39-13_1
2519520006,1,3,M5 UNI 7473-5S,1,33NG39-13_1
29NG1100627,1,1, ,1,33NG39-15_1
29NG1100629,1,2, ,1,33NG39-15_1
29NG1100628,1,3, ,1,33NG39-15_1
29NG1100630,1,4, ,1,33NG39-15_1
29NG1100631,1,5, ,1,33NG39-15_1
29NG1100632,1,6, ,1,33NG39-15_1
29NG1101467,1,7, ,1,33NG39-15_1
29NG1100626,1,8, ,1,33NG39-15_1
29NG1100625,1,9, ,1,33NG39-15_1
29NG1102065,1,10, ,1,33NG39-15_1
2519601004,1,11,"UNI 6592 4,3 X 9 X 0,8",1,33NG39-15_1
2519520004,1,12,AUTOBLOCCANTE M4 UNI 7473-5S,1,33NG39-15_1
2513102029,1,13,"GACO OR 109 (2,62X9,13)",1,33NG39-15_1
2519101006,1,14,"BENZING DIN 6799 3,2",1,33NG39-15_1
0NG10433,1,15, ,1,33NG39-15_1
0NG10332,1,16, ,1,33NG39-15_1
0NG10334,1,17, ,1,33NG39-15_1
0NG10173,1,18, ,1,33NG39-15_1
0NG10333,1,19, ,1,33NG39-15_1
0NG10172,1,20, ,1,33NG39-15_1
2519101002,1,21,"BENZING DIN 6799 2,3",1,33NG39-15_1
0NG10134,1,1, ,1,33NG39-17_1
2520703012,1,2,T.S.B UNI 5933-67-10.9 M4 X 8,1,33NG39-17_1
0NG966,1,3, ,1,33NG39-17_1
2520504002,1,4,T.C.B UNI 5931-67-8.8 M6 X 12,1,33NG39-17_1
29NG1102313,1,1, ,1,33NG39-19_1
29NG1101949,1,2, ,1,33NG39-19_1
29NS1100033,1,3, ,1,33NG39-19_1
29NS1100032,1,4, ,1,33NG39-19_1
29NG1102048,1,5, ,1,33NG39-19_1
29NG1101530,1,6, ,1,33NG39-19_1
29NG1101531,1,7, ,1,33NG39-19_1
29NG1102046,1,8, ,1,33NG39-19_1
29NG1101493,1,9, ,1,33NG39-19_1
29NG1102045,1,10, ,1,33NG39-19_1
29NG1100453,1,11, ,1,33NG39-19_1
29NG1100791,1,12, ,1,33NG39-19_1
29NG1102477,1,13, ,1,33NG39-19_1
29NG1102533,1,14, ,1,33NG39-19_1
29NG1102508,1,15, ,1,33NG39-19_1
0NG10432,1,16, ,1,33NG39-19_1
0NG10448,1,17, ,1,33NG39-19_1
2509210201,1,18,DHK 0408TN=HK 0408TN (4X8X8),1,33NG39-19_1
0NG10449,1,19, ,1,33NG39-19_1
2520502002,1,20,T.C.B UNI 5931-67-8.8 M4 X 8,1,33NG39-19_1
0NG10450,1,21, ,1,33NG39-19_1
0NG10451,1,22, ,1,33NG39-19_1
0NG10452,1,23, ,1,33NG39-19_1
0NG10453,1,24, ,1,33NG39-19_1
0NG10454,1,25, ,1,33NG39-19_1
0NG10455,1,26, ,1,33NG39-19_1
0NG10456,1,27, ,1,33NG39-19_1
2520605100,1,28,T.S UNI 6109     X10CR13 M4 X 6,1,33NG39-19_1
0NG10457,1,29, ,1,33NG39-19_1
2508215003,1,30,'SALCA'0212 M4X8,1,33NG39-19_1
2520605004,1,31,T.S UNI 6109     S  M4 X 10,1,33NG39-19_1
0NG10458,1,32, ,1,33NG39-19_1
2520606103,1,33,T.S UNI 6109     10CR13 M5 X 10,1,33NG39-19_1
0NG10431,1,34, ,1,33NG39-19_1
0NG10459,1,35, ,1,33NG39-19_1
0NG10461,1,36, ,1,33NG39-19_1
0NG10462,1,37, ,1,33NG39-19_1
0NG10463,1,38, ,1,33NG39-19_1
2520504105,1,39,T.C.B UNI 5931-67-X10CR13 M6 X 18,1,33NG39-19_1
2520603101,1,40,T.S UNI 6109     10CR13 M3 X 6,1,33NG39-19_1
2519602004,1,41,"UNI 1751-52 C72 4,3",1,33NG39-19_1
2520303009,1,42,TE UNI 5739-65-8.8 M4 X 14,1,33NG39-19_1
2520701008,1,43,T.S.B UNI 5933-67-10.9 M3 X 6,1,33NG39-19_1
2519502001,1,44,"UNI 5588-65 6S  M3 X2,4",1,33NG39-19_1
0NG10464,1,45, ,1,33NG39-19_1
2520704002,1,46,T.S.B UNI 5933-67-10.9 M5 X 12,1,33NG39-19_1
2520503051,1,47,T.C.BUNI 9327 M5 X 10,1,33NG39-19_1
2508401069,1,48, ,1,33NG39-19_1
2520603105,1,49,T.S UNI 6109     10CR13 M3 X 10,1,33NG39-19_1
2520701101,1,50,T.S.B UNI 5933-67-X10CR13 M3 X 8,1,33NG39-19_1
29NG1100285,1,1, ,1,33NG39-21_1
29NG1102016,1,2, ,1,33NG39-21_1
29NG1102473,1,3, ,1,33NG39-21_1
2510227043,1,4, ,1,33NG39-21_1
3NGGT1,1,5, ,1,33NG39-21_1
29NG1102087,1,6, ,1,33NG39-21_1
29NG1102014,1,7, ,1,33NG39-21_1
29NG1102474,1,8, ,1,33NG39-21_1
29NG1102015,1,9, ,1,33NG39-21_1
29NG1100282,1,10, ,1,33NG39-21_1
29NG1102311,1,11, ,1,33NG39-21_1
29NG1102312,1,12, ,1,33NG39-21_1
2520603005,1,13,T.S UNI 6109        M3 X 10,1,33NG39-21_1
2519520002,1,14,AUTOBLOCCANTE M3 UNI 7473-5S,1,33NG39-21_1
29NG1102248,1,15, ,1,33NG39-21_1
29NG1100847,1,16, ,1,33NG39-21_1
3NGHB1,1,17, ,1,33NG39-21_1
29NG1100870,1,18, ,1,33NG39-21_1
0NG6866,1,19, ,1,33NG39-21_1
29NG1100277,1,20, ,1,33NG39-21_1
0NG6867,1,21, ,1,33NG39-21_1
29NG1100275,1,22, ,1,33NG39-21_1
29NG1100287,1,23, ,1,33NG39-21_1
29NG1100871,1,24, ,1,33NG39-21_1
29NG1100872,1,25, ,1,33NG39-21_1
3NGGT1,1,26, ,1,33NG39-21_1
29NG1102817,1,27, ,1,33NG39-21_1
0NG10399,1,28, ,1,33NG39-21_1
0NG10400,1,29, ,1,33NG39-21_1
0NG10097,1,30, ,1,33NG39-21_1
2519103002,1,31,SEEGER A 5,1,33NG39-21_1
0NG6864,1,32, ,1,33NG39-21_1
4001032071,1,33, ,1,33NG39-21_1
0NG6865,1,34, ,1,33NG39-21_1
0NG9455,1,35, ,1,33NG39-21_1
2509210201,1,36,DHK 0408TN=HK 0408TN (4X8X8),1,33NG39-21_1
2519772008,1,37,DIN 6325 4 X 25,1,33NG39-21_1
2509219401,1,38,B-2 1/2 5,1,33NG39-21_1
2510227011,1,39,CON MOLLETTA N.26 X R.E.105,1,33NG39-21_1
2510229005,1,40, ,1,33NG39-21_1
2520703001,1,41,T.S.B UNI 5933-67-10.9 M4 X 10,1,33NG39-21_1
2520510130,1,42,T.C.B. CALIBRATO M5/6 X 45,1,33NG39-21_1
2519601005,1,43,"UNI 6592 5,3 X 10 X 1",1,33NG39-21_1
2519520006,1,44,M5 UNI 7473-5S,1,33NG39-21_1
2519520002,1,45,AUTOBLOCCANTE M3 UNI 7473-5S,1,33NG39-21_1
2510227151,1,46,N.26 PER CAT.R.E.C 2040 ASA,1,33NG39-21_1
2510227019,1,47, ,1,33NG39-21_1
2520603002,1,48,T.S UNI 6109-67  8G M3 X 12,1,33NG39-21_1
2520901006,1,49,S.T.B UNI 5923-67M3 X 3,1,33NG39-21_1
2520603108,1,50,T.S UNI 6109     10CR13 M3 X 16,1,33NG39-21_1
29NG1101272,1,1, ,1,33NG39-23_1
2519773003,1,2,DIN 6325 5 X 14,1,33NG39-23_1
2519776015,1,3,DIN 6325 8 X 45,1,33NG39-23_1
0NG6227,1,4, ,1,33NG39-23_1
0NG10401,1,5, ,1,33NG39-23_1
0NG10402,1,6, ,1,33NG39-23_1
0NG10426,1,7, ,1,33NG39-23_1
2520505007,1,8,T.C.B UNI 5931-67-8.8 M8 X 30,1,33NG39-23_1
2509208096,1,9,"IR 25X30X38,5",1,33NG39-23_1
2520504052,1,10,DIN 7984 M6 X 10,1,33NG39-23_1
0NG10427,1,11, ,1,33NG39-23_1
29NG1102022,1,1, ,1,33NG39-27_1
2520704101,1,2,TSB UNI 5933-67 X10CR13 - M5X10,1,33NG39-27_1
0NG10430,1,3, ,1,33NG39-27_1
29NG1102021,1,4, ,1,33NG39-27_1
2509210202,1,5,HK 0509 (5X9X9),1,33NG39-27_1
29NG1100702,1,6, ,1,33NG39-27_1
2519773010,1,7,25 5 X 30        25 5 X 30,1,33NG39-27_1
2509210202,1,8,HK 0509 (5X9X9),1,33NG39-27_1
29NG1102020,1,9, ,1,33NG39-27_1
2509210202,1,10,HK 0509 (5X9X9),1,33NG39-27_1
29NG1101927,1,11, ,1,33NG39-27_1
29NG1101515,1,12, ,1,33NG39-27_1
2520605004,1,13,T.S UNI 6109     S  M4 X 10,1,33NG39-27_1
29NG1101095,1,14, ,1,33NG39-27_1
2519773006,1,15,DIN 6325 5 X 20,1,33NG39-27_1
2520504105,1,16,T.C.B UNI 5931-67-X10CR13 M6 X 18,1,33NG39-27_1
29NG1102179,1,1, ,1,33NG39-29_1
0NG10403,1,2, ,1,33NG39-29_1
0NG9415,1,3, ,1,33NG39-29_1
0NG9416,1,4, ,1,33NG39-29_1
0NG9417,1,5, ,1,33NG39-29_1
0NG9418,1,6, ,1,33NG39-29_1
0NG9419,1,7, ,1,33NG39-29_1
0NG10217,1,8, ,1,33NG39-29_1
0NG9423,1,9, ,1,33NG39-29_1
0NG9421,1,10, ,1,33NG39-29_1
0NG9422,1,11, ,1,33NG39-29_1
0NG10216,1,12, ,1,33NG39-29_1
2513102007,1,13,GACO OR 2025,1,33NG39-29_1
2513102015,1,14,"GACO OR 2056 (1,78X14,00)",1,33NG39-29_1
2520504104,1,15,T.C.B UNI 5931-67-X10CR13 M6 X 16,1,33NG39-29_1
2520503108,1,16,T.C.B UNI 5931-67-X10CR13 M5 X 25,1,33NG39-29_1
2513917022,1,17,M/M 1/8-1/8 INOX,1,33NG39-29_1
2519601106,1,18,"UNI 6592    X10CR13 D.6,4 X 12 X",1,33NG39-29_1
2519520008,1,19,M6 UNI 7473-5S,1,33NG39-29_1
2514001002,1,20,"10X14X1,5",1,33NG39-29_1
2514203206,1,21,"CILINDRICO DIN 908 1/8"" INOX CH.5",1,33NG39-29_1
2513933052,1,22,3199 06 10,1,33NG39-29_1
2516501015,1,23,ELESA B.193/20 P-M6X10,1,33NG39-29_1
2516707003,1,24,KC25 16-25 MM.9 DIN 3017,1,33NG39-29_1
2520506106,1,25,T.C.B. UNI 5931-67-X10CR13 M10X25,1,33NG39-29_1
2509211126,1,1,A RULLINI HK1014 2RS,1,33NG39-31_1
29NG1101135,1,2, ,1,33NG39-31_1
0NG6784,1,1, ,1,33NG39-33_1
2520505107,1,2,T.C.B UNI 5931-67-X10CR13 M8 X 30,1,33NG39-33_1
29NG1100675,1,3, ,1,33NG39-33_1
2520505006,1,4,T.C.B UNI 5931-67-8.8 M8 X 25,1,33NG39-33_1
29NG1101520,1,5, ,1,33NG39-33_1
0NG6785,1,6, ,1,33NG39-33_1
2520504004,1,7,T.C.B UNI 5931-67-8.8 M6 X 16,1,33NG39-33_1
29NG1101028,1,8, ,1,33NG39-33_1
0NG6783,1,9, ,1,33NG39-33_1
2520503012,1,10,T.C.B UNI 5931-67-8.8 M5 X 45,1,33NG39-33_1
2519530004,1,11,GUK/10/17 MC,1,33NG39-33_1
29NG1101032,1,12, ,1,33NG39-33_1
2519620122,1,13,"DESERTI RGS 8-20(8,5X20X4)",1,33NG39-33_1
2520206001,1,14,TE UNI 5737-65-8.8 M8 X 30,1,33NG39-33_1
2520503001,1,15,T.C.B UNI 5931-67-8.8 M5 X 10,1,33NG39-33_1
29NG1101029,1,16, ,1,33NG39-33_1
2519772001,1,17,DIN 6325 4 X 10,1,33NG39-33_1
29NG1101030,1,18, ,1,33NG39-33_1
29NG1101031,1,19, ,1,33NG39-33_1
2520703100,1,20,T.S.B-X10CR13 M4 X 8,1,33NG39-33_1
29NG1101492,1,21, ,1,33NG39-33_1
0NG10802,1,22, ,1,33NG39-33_1
2520704003,1,23,T.S.B UNI 5933-67-10.9 M5 X 14,1,33NG39-33_1
29NG1100832,1,1, ,1,33NG39-34_1
2520504106,1,2,T.C.B UNI 5931-67-X10CR13 M6 X 20,1,33NG39-34_1
29NG1100740,1,3, ,1,33NG39-34_1
29NG1101811,1,4, ,1,33NG39-34_1
2520504101,1,5,T.C.B UNI 5931-67-X10CR13 M6 X 10,1,33NG39-34_1
29NG1100734,1,6, ,1,33NG39-34_1
0NG9463,1,7, ,1,33NG39-34_1
2520504009,1,8,T.C.B UNI 5931-67-8.8 M6 X 30,1,33NG39-34_1
2520510104,1,9,T.C.B CALIBRATA UNBRAKO M6/8 X 12,1,33NG39-34_1
2509209003,1,10,KH 1630 (16X24X30),1,33NG39-34_1
0NG9462,1,11, ,1,33NG39-34_1
2520505007,1,12,T.C.B UNI 5931-67-8.8 M8 X 30,1,33NG39-34_1
0NG9464,1,13, ,1,33NG39-34_1
0NG9461,1,14, ,1,33NG39-34_1
0NG9465,1,15, ,1,33NG39-34_1
2520705103,1,16,T.S.B.UNI 5933-67 X10CR13 M6 X 14,1,33NG39-34_1
0NG9463,1,17, ,1,33NG39-34_1
2516502004,1,18,ELESA I.126/75-M10,1,33NG39-34_1
2520506007,1,19,T.C.B UNI 5931-67-8.8 M10 X 30,1,33NG39-34_1
0NG9466,1,20, ,1,33NG39-34_1
0NG9467,1,21, ,1,33NG39-34_1
2520704002,1,22,T.S.B UNI 5933-67-10.9 M5 X 12,1,33NG39-34_1
0NG10095,1,23, ,1,33NG39-34_1
29NG1101318,1,24, ,1,33NG39-34_1
29NG1101352,1,25, ,1,33NG39-34_1
29NG1100836,1,26, ,1,33NG39-34_1
2520703011,1,27,T.S.B. UNI 5933-67-10.9 M4X 6,1,33NG39-34_1
2520504102,1,28,T.C.B. UNI 5931-67-X10CR13 M6 X 12,1,33NG39-34_1
29NG1101939,1,29, ,1,33NG39-34_1
2520510116,1,30,T.C.B  M5/6 X 30,1,33NG39-34_1
29NG1100739,1,31, ,1,33NG39-34_1
29NG1101019,1,1, ,1,33NG39-35_1
29NG1101020,1,2, ,1,33NG39-35_1
2520606110,1,3,T.S UNI 6109     10CR13 M5 X 25,1,33NG39-35_1
2520606103,1,4,T.S UNI 6109     10CR13 M5 X 10,1,33NG39-35_1
29NG1100579,1,5, ,1,33NG39-35_1
2520503106,1,6,T.C.B UNI 5931-67-X10CR13 M5 X 20,1,33NG39-35_1
29NG1100661,1,7, ,1,33NG39-35_1
2520502102,1,8,T.C.B UNI 5931-67-X10CR13 M4 X 8,1,33NG39-35_1
29NG1102094,1,1, ,1,33NG39-37_1
29NG1101867,1,2, ,1,33NG39-37_1
29NG1101868,1,3, ,1,33NG39-37_1
0NG9452,1,4, ,1,33NG39-37_1
0NG9451,1,5, ,1,33NG39-37_1
4001070062,1,6, ,1,33NG39-37_1
29NG1101871,1,7, ,1,33NG39-37_1
0NG9916,1,8, ,1,33NG39-37_1
2520505113,1,9,T.C.B UNI 5931-67-X10CR13 M8 X 60,1,33NG39-37_1
2520704104,1,10,T.S.B. UNI5933-67 X10CR13 M5 X 16,1,33NG39-37_1
0NG9453,1,11, ,1,33NG39-37_1
2519773004,1,12,DIN 6325 5 X 16,1,33NG39-37_1
0NG9450,1,13, ,1,33NG39-37_1
2519776003,1,14,DIN 6325 8 X 20  .,1,33NG39-37_1
4001070054,1,15, ,1,33NG39-37_1
2520506106,1,16,T.C.B. UNI 5931-67-X10CR13 M10X25,1,33NG39-37_1
29NG1102175,1,1, ,1,33NG39-39_1
29NG1102176,1,2, ,1,33NG39-39_1
2520503102,1,3,T.C.B UNI 5931-67-X10CR13 M5 X 12,1,33NG39-39_1
0NG2014,1,4, ,1,33NG39-39_1
0NG2045,1,5, ,1,33NG39-39_1
0NG2016,1,6, ,1,33NG39-39_1
0NG9425,1,7, ,1,33NG39-39_1
0NG9426,1,8, ,1,33NG39-39_1
2513102010,1,9,"GACO OR 108 (1,78X8,73)",1,33NG39-39_1
2513102030,1,10,GACO OR 3037,1,33NG39-39_1
2513602153,1,11,OTTURATORE ZATOR (SPILLO KV),1,33NG39-39_1
2513102052,1,12,"GACO OR 3118 (2,62X29,82)",1,33NG39-39_1
2513102055,1,13,"GACO OR 3137 (2,62X34,60)",1,33NG39-39_1
2513917160,1,14,"AUTOMATICO ""LEGRI",1,33NG39-39_1
2513917167,1,15, ,1,33NG39-39_1
2519606006,1,16,"SCHNORR ""S"" M8",1,33NG39-39_1
2520505107,1,17,T.C.B UNI 5931-67-X10CR13 M8 X 30,1,33NG39-39_1
2520505109,1,18,T.C.B UNI 5931-67-X10CR13 M8 X 40,1,33NG39-39_1
2520502002,1,19,T.C.B UNI 5931-67-8.8 M4 X 8,1,33NG39-39_1
2513102284,1,20,"OR 3975 (2,62X247,32)",1,33NG39-39_1
2513102241,1,21,"(2,62X240,97)",1,33NG39-39_1
2513102017,1,22,"GACO OR 2068 (1,78X17,17)",1,33NG39-39_1
2513602158,1,23,ZATOR B27000052,1,33NG39-39_1
2513602156,1,24,ZATOR BV27001600,1,33NG39-39_1
2513602155,1,25, ,1,33NG39-39_1
2513602157,1,26, ,1,33NG39-39_1
29NG1101016,1,1, ,1,33NG39-41_1
2519773002,1,2,DIN 6325 5 X 12,1,33NG39-41_1
29NG1101017,1,3, ,1,33NG39-41_1
0NG9721,1,4, ,1,33NG39-41_1
0NG9468,1,5, ,1,33NG39-41_1
0NG9469,1,6, ,1,33NG39-41_1
2520707006,1,7,T.S.B. UNI 5933-67-10.9 M10 X 25,1,33NG39-41_1
2520606108,1,8,T.S UNI 6109     10CR13 M5 X 20,1,33NG39-41_1
2520906006,1,9,S.T.B UNI 5923-67-12.9 M10 X 20,1,33NG39-41_1
2508207092,1,10,GLISSEC 8F8/12X12,1,33NG39-41_1
2519601006,1,11,"UNI 65926,4 X 12 X 1,6",1,33NG39-41_1
29NG1102017,1,1, ,1,33NG39-45_1
29NG1101931,1,2, ,1,33NG39-45_1
29NG1101932,1,3, ,1,33NG39-45_1
29NG1102023,1,4, ,1,33NG39-45_1
29NG1100894,1,5, ,1,33NG39-45_1
29NG1101096,1,6, ,1,33NG39-45_1
29NG1101097,1,7, ,1,33NG39-45_1
29NG1100682,1,8, ,1,33NG39-45_1
29NG1100683,1,9, ,1,33NG39-45_1
0NG10410,1,10, ,1,33NG39-45_1
0NG10411,1,11, ,1,33NG39-45_1
2520502103,1,12,T.C.B UNI 5931-67-X10CR13 M4 X 10,1,33NG39-45_1
0NG10429,1,13, ,1,33NG39-45_1
0NG10412,1,14, ,1,33NG39-45_1
