id,name,index,size,number,drawingno
2513102026,1,15,GACO OR 2125,1,65NG00R37-05_1
2509212713,1,16,RAX 415 (15X24X19,1,65NG00R37-05_1
0NG7380,1,17, ,1,65NG00R37-05_1
2510763133,1,18,"MINIMOTOR MC244PT RP.1:7,5 B3",1,65NG00R37-05_1
0NG1195,1,19, ,1,65NG00R37-05_1
2520503005,1,20,T.C.B UNI 5931-67-8.8 M5 X 18,1,65NG00R37-05_1
0NG1196,1,21, ,1,65NG00R37-05_1
2519103011,1,22,SEEGER A 14,1,65NG00R37-05_1
2549502305,1,23, ,1,65NG00R37-05_1
0NG1149,1,24, ,1,65NG00R37-05_1
2509223020,1,25,"RAX 712 (12X18X14,2)",1,65NG00R37-05_1
2509214706,1,26, ,1,65NG00R37-05_1
2519201019,1,27,"25XD.12,2X0,7 DIN2093",1,65NG00R37-05_1
0NG1150,1,28, ,1,65NG00R37-05_1
2519602005,1,29,"UNI 1751-52 C72 5,3",1,65NG00R37-05_1
2520503007,1,30,T.C.B UNI 5931-67-8.8 M5 X 22,1,65NG00R37-05_1
0NG1151,1,31, ,1,65NG00R37-05_1
2513102010,1,32,"GACO OR 108 (1,78X8,73)",1,65NG00R37-05_1
0NG1152,1,33, ,1,65NG00R37-05_1
2513107009,1,34,"OR 2212          (1,78X53,70)",1,65NG00R37-05_1
2520503001,1,35,T.C.B UNI 5931-67-8.8 M5 X 10,1,65NG00R37-05_1
0NG7673,1,36, ,1,65NG00R37-05_1
2520704002,1,37,T.S.B UNI 5933-67-10.9 M5 X 12,1,65NG00R37-05_1
0NG1297,1,1, ,1,65NG00R37-06_1
252090100,1,2, ,1,65NG00R37-06_1
0NG9831,1,3, ,1,65NG00R37-06_1
2520503002,1,4,T.C.B UNI 5931-67-8.8 M5 X 12,1,65NG00R37-06_1
2520901005,1,5,S.T.B UNI        5923-67-8G M3X4,1,65NG00R37-06_1
0NG9827,1,6, ,1,65NG00R37-06_1
2519772003,1,7,VICTORIA DIN 6325 4 X 14,1,65NG00R37-06_1
2520505007,1,8,T.C.B UNI 5931-67-8.8 M8 X 30,1,65NG00R37-06_1
2520510114,1,9,T.C.B M10/12 X 25,1,65NG00R37-06_1
0NG9828,1,10, ,1,65NG00R37-06_1
2519772003,1,11,VICTORIA DIN 6325 4 X 14,1,65NG00R37-06_1
2520505008,1,12,T.C.B UNI 5931-67-8.8 M8 X 35,1,65NG00R37-06_1
2520510114,1,13,T.C.B M10/12 X 25,1,65NG00R37-06_1
0NG98296,1,14, ,1,65NG00R37-06_1
2520605004,1,15,T.S UNI 6109     S  M4 X 10,1,65NG00R37-06_1
2508121133,1,16,3001-2RS (12X28X12),1,65NG00R37-06_1
2519102222,1,17,JV 28,1,65NG00R37-06_1
0NG9830,1,18, ,1,65NG00R37-06_1
0NG98296,1,19, ,1,65NG00R37-06_1
2520605004,1,20,T.S UNI 6109     S  M4 X 10,1,65NG00R37-06_1
2508121133,1,21,3001-2RS (12X28X12),1,65NG00R37-06_1
2519102222,1,22,JV 28,1,65NG00R37-06_1
0NG9830,1,23, ,1,65NG00R37-06_1
0NG9835,1,1, ,1,65NG00R37-07_1
2509207102,1,2,NA 4901.2RS (12X24X14),1,65NG00R37-07_1
2520503004,1,3,T.C.B UNI 5931-67-8.8 M5 X 16,1,65NG00R37-07_1
0NG9824,1,4, ,1,65NG00R37-07_1
4001028009,1,5, ,1,65NG00R37-07_1
0NG9822,1,6, ,1,65NG00R37-07_1
2508127008,1,7,51107X (35X52X12),1,65NG00R37-07_1
0NG9821,1,8, ,1,65NG00R37-07_1
0NG9942,1,9, ,1,65NG00R37-07_1
0NG9818,1,10, ,1,65NG00R37-07_1
2520504010,1,11,T.C.B UNI 5931-67-8.8 M6 X 35,1,65NG00R37-07_1
0NG9816,1,12, ,1,65NG00R37-07_1
0NG9819,1,13, ,1,65NG00R37-07_1
2513104043,1,14,INA GR 25X32X4   DUERKOPP DH,1,65NG00R37-07_1
2519102226,1,15,JV 32,1,65NG00R37-07_1
0NG9826,1,16, ,1,65NG00R37-07_1
0NG9815,1,17, ,1,65NG00R37-07_1
0NG9817,1,18, ,1,65NG00R37-07_1
2520405004,1,19,T.C UNI 6107-67 4.8 M4 X 8,1,65NG00R37-07_1
0NG9811,1,20, ,1,65NG00R37-07_1
0NG10246,1,21, ,1,65NG00R37-07_1
2513101076,1,22,"22X32X5,5",1,65NG00R37-07_1
2519530007,1,23,"GUK 30 X 1,5",1,65NG00R37-07_1
0NG9836,1,24, ,1,65NG00R37-07_1
0NG1227,1,25, ,1,65NG00R37-07_1
2520703002,1,26,T.S.B UNI 5933-67-10.9 M4 X 12,1,65NG00R37-07_1
0NG9809,1,27, ,1,65NG00R37-07_1
0NG9808,1,28, ,1,65NG00R37-07_1
2519773008,1,28,DIN 6325 5 X 25,1,65NG00R37-07_1
2520703012,1,30,T.S.B UNI 5933-67-10.9 M4 X 8,1,65NG00R37-07_1
0NG1228,1,31, ,1,65NG00R37-07_1
0NG1226,1,32, ,1,65NG00R37-07_1
2513104061,1,33,INA GR 40X50X4   DUERKOPP DH,1,65NG00R37-07_1
2520504006,1,34,T.C.B UNI 5931-67-8.8 M6 X 20,1,65NG00R37-07_1
2509212823,1,35,"RAX 740 (40X48X61,5)",1,65NG00R37-07_1
2508121160,1,36,3814 2Z   (70X90X15),1,65NG00R37-07_1
0NG7655,1,37, ,1,65NG00R37-07_1
0NG1220,1,38, ,1,65NG00R37-07_1
2519773004,1,39,DIN 6325 5 X 16,1,65NG00R37-07_1
0NG1223,1,40, ,1,65NG00R37-07_1
2519776007,1,41,DIN 6325 8 X 30,1,65NG00R37-07_1
2520503003,1,42,T.C.B UNI 5931-67-8.8 M5 X 14,1,65NG00R37-07_1
0NG1255,1,43, ,1,65NG00R37-07_1
2508401068,1,44,"NR 1,5 X 13,8",1,65NG00R37-07_1
0NG1239,1,45, ,1,65NG00R37-07_1
2509212824,1,46,"RAX 735 (35X43X22,2)",1,65NG00R37-07_1
2509214106,1,47,AS 3552,1,65NG00R37-07_1
2520503009,1,48,T.C.B UNI 5931-67-8.8 M5 X 30,1,65NG00R37-07_1
0NG1215,1,49, ,1,65NG00R37-07_1
2513101914,1,50,90X110X12,1,65NG00R37-07_1
2513107036,1,51,"GACO OR 3500 (2,62X126,67)",1,65NG00R37-07_1
0NG1247,1,52, ,1,65NG00R37-07_1
0NG1245,1,53, ,1,65NG00R37-07_1
2508121128,1,54,INA 3816-2RS (80X100X15),1,65NG00R37-07_1
2520503005,1,55,T.C.B UNI 5931-67-8.8 M5 X 18,1,65NG00R37-07_1
2520703003,1,56,T.S.B UNI 5933-67-10.9 M4X14,1,65NG00R37-07_1
0NG1213,1,1, ,1,65NG00R37-08_1
0NG1213,1,2, ,1,65NG00R37-08_1
2519536014,1,3,"KUSO MRR M25 X 1,5",1,65NG00R37-08_1
2520704003,1,4,T.S.B UNI 5933-67-10.9 M5 X 14,1,65NG00R37-08_1
2519530003,1,5,GUK/10/15 MC,1,65NG00R37-08_1
0NG7641,1,6, ,1,65NG00R37-08_1
0NG1250,1,7, ,1,65NG00R37-08_1
0NG1249,1,8, ,1,65NG00R37-08_1
2520703012,1,9,T.S.B UNI 5933-67-10.9 M4 X 8,1,65NG00R37-08_1
2520502005,1,10,T.C.B UNI 5931-67-8.8 M4 X 14,1,65NG00R37-08_1
0NG1242,1,11, ,1,65NG00R37-08_1
2509210239,1,12,DHK 4020=HK4020 (40X47X20),1,65NG00R37-08_1
2513101056,1,13,18X28X7,1,65NG00R37-08_1
2513102123,1,14,"GACO OR 174 (3,53X71,44)",1,65NG00R37-08_1
2519773004,1,15,DIN 6325 5 X 16,1,65NG00R37-08_1
2508121114,1,16,INA 3005-2RS (25X47X16),1,65NG00R37-08_1
0NG1244,1,17, ,1,65NG00R37-08_1
0NG1299,1,18, ,1,65NG00R37-08_1
0NG1240,1,19, ,1,65NG00R37-08_1
0NG1211,1,20, ,1,65NG00R37-08_1
0NG1253,1,21, ,1,65NG00R37-08_1
2513102077,1,22,"GACO OR 3275 (2,62X69,52)",1,65NG00R37-08_1
2513107027,1,23,"OR 3300          (2,62X75,87)",1,65NG00R37-08_1
2520503002,1,24,T.C.B UNI 5931-67-8.8 M5 X 12,1,65NG00R37-08_1
0NG1221,1,25, ,1,65NG00R37-08_1
2520502005,1,26,T.C.B UNI 5931-67-8.8 M4 X 14,1,65NG00R37-08_1
0NG1222,1,27, ,1,65NG00R37-08_1
2513102173,1,28,"GACO OR 6212 (5,34X53,34)",1,65NG00R37-08_1
2508121111,1,29,3202-2RS,1,65NG00R37-08_1
0NG1217,1,30, ,1,65NG00R37-08_1
0NG8639,1,31, ,1,65NG00R37-08_1
0NG1218,1,32, ,1,65NG00R37-08_1
2520504003,1,33,T.C.B UNI 5931-67-8.8 M6 X 14,1,65NG00R37-08_1
0NG1243,1,34, ,1,65NG00R37-08_1
2508121118,1,35,INA 3008-2RS (40X68X21),1,65NG00R37-08_1
2513101192,1,36,45X62X7,1,65NG00R37-08_1
2513107028,1,37,"GACO OR 3325 (2,62X82,22)",1,65NG00R37-08_1
2520503004,1,38,T.C.B UNI 5931-67-8.8 M5 X 16,1,65NG00R37-08_1
0NG1252,1,39, ,1,65NG00R37-08_1
2509208116,1,40,INTERNO IR 35X40X20,1,65NG00R37-08_1
0NG9835,1,1, ,1,65NG00R37-09_1
2509207102,1,2,NA 4901.2RS (12X24X14),1,65NG00R37-09_1
2520503004,1,3,T.C.B UNI 5931-67-8.8 M5 X 16,1,65NG00R37-09_1
0NG9824,1,4, ,1,65NG00R37-09_1
4001028009,1,5, ,1,65NG00R37-09_1
0NG9822,1,6, ,1,65NG00R37-09_1
2508127008,1,7,51107X (35X52X12),1,65NG00R37-09_1
0NG9821,1,8, ,1,65NG00R37-09_1
0NG9942,1,9, ,1,65NG00R37-09_1
0NG9818,1,10, ,1,65NG00R37-09_1
2520504010,1,11,T.C.B UNI 5931-67-8.8 M6 X 35,1,65NG00R37-09_1
0NG9816,1,12, ,1,65NG00R37-09_1
0NG9819,1,13, ,1,65NG00R37-09_1
2513104043,1,14,INA GR 25X32X4   DUERKOPP DH,1,65NG00R37-09_1
2519102226,1,15,JV 32,1,65NG00R37-09_1
0NG9826,1,16, ,1,65NG00R37-09_1
0NG9815,1,17, ,1,65NG00R37-09_1
0NG9817,1,18, ,1,65NG00R37-09_1
2520405004,1,19,T.C UNI 6107-67 4.8 M4 X 8,1,65NG00R37-09_1
0NG9811,1,20, ,1,65NG00R37-09_1
0NG10246,1,21, ,1,65NG00R37-09_1
2513101076,1,22,"22X32X5,5",1,65NG00R37-09_1
2519530007,1,23,"GUK 30 X 1,5",1,65NG00R37-09_1
0NG9836,1,24, ,1,65NG00R37-09_1
0NG1227,1,25, ,1,65NG00R37-09_1
2520703002,1,26,T.S.B UNI 5933-67-10.9 M4 X 12,1,65NG00R37-09_1
0NG9809,1,27, ,1,65NG00R37-09_1
0NG9808,1,28, ,1,65NG00R37-09_1
2519773008,1,28,DIN 6325 5 X 25,1,65NG00R37-09_1
2520703012,1,30,T.S.B UNI 5933-67-10.9 M4 X 8,1,65NG00R37-09_1
0NG1228,1,31, ,1,65NG00R37-09_1
0NG1226,1,32, ,1,65NG00R37-09_1
2513104061,1,33,INA GR 40X50X4   DUERKOPP DH,1,65NG00R37-09_1
2520504006,1,34,T.C.B UNI 5931-67-8.8 M6 X 20,1,65NG00R37-09_1
2509212823,1,35,"RAX 740 (40X48X61,5)",1,65NG00R37-09_1
2508121160,1,36,3814 2Z   (70X90X15),1,65NG00R37-09_1
0NG7655,1,37, ,1,65NG00R37-09_1
0NG1220,1,38, ,1,65NG00R37-09_1
2519773004,1,39,DIN 6325 5 X 16,1,65NG00R37-09_1
0NG1223,1,40, ,1,65NG00R37-09_1
2519776007,1,41,DIN 6325 8 X 30,1,65NG00R37-09_1
2520503003,1,42,T.C.B UNI 5931-67-8.8 M5 X 14,1,65NG00R37-09_1
0NG1255,1,43, ,1,65NG00R37-09_1
2508401068,1,44,"NR 1,5 X 13,8",1,65NG00R37-09_1
0NG1239,1,45, ,1,65NG00R37-09_1
2509212824,1,46,"RAX 735 (35X43X22,2)",1,65NG00R37-09_1
2509214106,1,47,AS 3552,1,65NG00R37-09_1
2520503009,1,48,T.C.B UNI 5931-67-8.8 M5 X 30,1,65NG00R37-09_1
0NG1215,1,49, ,1,65NG00R37-09_1
2513101914,1,50,90X110X12,1,65NG00R37-09_1
2513107036,1,51,"GACO OR 3500 (2,62X126,67)",1,65NG00R37-09_1
0NG1247,1,52, ,1,65NG00R37-09_1
0NG1245,1,53, ,1,65NG00R37-09_1
2508121128,1,54,INA 3816-2RS (80X100X15),1,65NG00R37-09_1
2520503005,1,55,T.C.B UNI 5931-67-8.8 M5 X 18,1,65NG00R37-09_1
2520703003,1,56,T.S.B UNI 5933-67-10.9 M4X14,1,65NG00R37-09_1
0NG1213,1,1, ,1,65NG00R37-10_1
0NG1213,1,2, ,1,65NG00R37-10_1
2519536014,1,3,"KUSO MRR M25 X 1,5",1,65NG00R37-10_1
2520704003,1,4,T.S.B UNI 5933-67-10.9 M5 X 14,1,65NG00R37-10_1
2519530003,1,5,GUK/10/15 MC,1,65NG00R37-10_1
0NG7641,1,6, ,1,65NG00R37-10_1
0NG1250,1,7, ,1,65NG00R37-10_1
0NG1249,1,8, ,1,65NG00R37-10_1
2520703012,1,9,T.S.B UNI 5933-67-10.9 M4 X 8,1,65NG00R37-10_1
2520502005,1,10,T.C.B UNI 5931-67-8.8 M4 X 14,1,65NG00R37-10_1
0NG1242,1,11, ,1,65NG00R37-10_1
2509210239,1,12,DHK 4020=HK4020 (40X47X20),1,65NG00R37-10_1
2513101056,1,13,18X28X7,1,65NG00R37-10_1
2513102123,1,14,"GACO OR 174 (3,53X71,44)",1,65NG00R37-10_1
2519773004,1,15,DIN 6325 5 X 16,1,65NG00R37-10_1
2508121114,1,16,INA 3005-2RS (25X47X16),1,65NG00R37-10_1
0NG1244,1,17, ,1,65NG00R37-10_1
0NG1299,1,18, ,1,65NG00R37-10_1
0NG1240,1,19, ,1,65NG00R37-10_1
0NG1211,1,20, ,1,65NG00R37-10_1
0NG1253,1,21, ,1,65NG00R37-10_1
2513102077,1,22,"GACO OR 3275 (2,62X69,52)",1,65NG00R37-10_1
2513107027,1,23,"OR 3300          (2,62X75,87)",1,65NG00R37-10_1
2520503002,1,24,T.C.B UNI 5931-67-8.8 M5 X 12,1,65NG00R37-10_1
0NG1221,1,25, ,1,65NG00R37-10_1
2520502005,1,26,T.C.B UNI 5931-67-8.8 M4 X 14,1,65NG00R37-10_1
0NG1222,1,27, ,1,65NG00R37-10_1
2513102173,1,28,"GACO OR 6212 (5,34X53,34)",1,65NG00R37-10_1
2508121111,1,29,3202-2RS,1,65NG00R37-10_1
0NG1217,1,30, ,1,65NG00R37-10_1
0NG8639,1,31, ,1,65NG00R37-10_1
0NG1218,1,32, ,1,65NG00R37-10_1
2520504003,1,33,T.C.B UNI 5931-67-8.8 M6 X 14,1,65NG00R37-10_1
0NG1243,1,34, ,1,65NG00R37-10_1
2508121118,1,35,INA 3008-2RS (40X68X21),1,65NG00R37-10_1
2513101192,1,36,45X62X7,1,65NG00R37-10_1
2513107028,1,37,"GACO OR 3325 (2,62X82,22)",1,65NG00R37-10_1
2520503004,1,38,T.C.B UNI 5931-67-8.8 M5 X 16,1,65NG00R37-10_1
0NG1252,1,39, ,1,65NG00R37-10_1
2509208116,1,40,INTERNO IR 35X40X20,1,65NG00R37-10_1
0NG2858,1,1, ,1,65NG00R38-01_2
0NG2859,1,2, ,1,65NG00R38-01_2
2519405003,1,3,HM-1-6-100 CN-12,1,65NG00R38-01_2
2508207091,1,4,GLISSEC 8F8/12X8,1,65NG00R38-01_2
0NG2490,1,5, ,1,65NG00R38-01_2
2508215010,1,6,'SALCA'0212 M3X6,1,65NG00R38-01_2
0NG2502,1,7, ,1,65NG00R38-01_2
0NG2503,1,8, ,1,65NG00R38-01_2
2508199321,1,9,61804 2RZ (20X32X7),1,65NG00R38-01_2
0NG2476,1,10, ,1,65NG00R38-01_2
0NG2481,1,11, ,1,65NG00R38-01_2
2520701001,1,12,T.S.B UNI 5933-67-10.9 M3X8,1,65NG00R38-01_2
0NG2482,1,13, ,1,65NG00R38-01_2
0NG7687,1,14, ,1,65NG00R38-01_2
0NG2536,1,15, ,1,65NG00R38-01_2
2508110003,1,16,62202-2RS1(15X35X14),1,65NG00R38-01_2
2519104032,1,17,SEEGER I 35 DIN 472-UNI 7437,1,65NG00R38-01_2
0NG2474,1,18, ,1,65NG00R38-01_2
2519530002,1,19,GUK/10/12MC,1,65NG00R38-01_2
0NG2483,1,20, ,1,65NG00R38-01_2
2520503002,1,21,T.C.B UNI 5931-67-8.8 M5 X 12,1,65NG00R38-01_2
2509211107,1,22,DHK18162RS=HK1816 2RS (18X24X16),1,65NG00R38-01_2
2519530001,1,23,GUK/10/10 MC,1,65NG00R38-01_2
0NG2488,1,24, ,1,65NG00R38-01_2
0NG2572,1,1, ,1,65NG00R38-02_2
0NG2569,1,2, ,1,65NG00R38-02_2
0NG7076,1,3, ,1,65NG00R38-02_2
0NG2573,1,4, ,1,65NG00R38-02_2
0NG2568,1,5, ,1,65NG00R38-02_2
0NG7638,1,6, ,1,65NG00R38-02_2
0NG8621,1,7, ,1,65NG00R38-02_2
2519610015,1,8, ,1,65NG00R38-02_2
0NG8623,1,9, ,1,65NG00R38-02_2
0NG2567,1,10, ,1,65NG00R38-02_2
2519101009,1,11,BENZING DIN 6799 6,1,65NG00R38-02_2
2519521005,1,12,AUTOBLOCCANTE M6 UNI 7474-5S,1,65NG00R38-02_2
0NG2566,1,13, ,1,65NG00R38-02_2
2519101008,1,14,BENZING DIN 6799 5,1,65NG00R38-02_2
0NG2698,1,1, ,1,65NG00R38-03_2
2519780011,1,2,UNI6364-B 6X32,1,65NG00R38-03_2
2520903004,1,3,S.T.B UNI 5923-67-12.9 M5 X 12,1,65NG00R38-03_2
2520504102,1,4,T.C.B. UNI 5931-67-X10CR13 M6 X 12,1,65NG00R38-03_2
0NG2691,1,5, ,1,65NG00R38-03_2
4001027017,1,6, ,1,65NG00R38-03_2
2509222056,1,7,SL 1626-2RS (16X26X36),1,65NG00R38-03_2
0NG2477,1,1, ,1,65NG00R38-04_2
0NG2478,1,2, ,1,65NG00R38-04_2
2520510108,1,3,T.C.B M5/6 X 20,1,65NG00R38-04_2
2519521003,1,4,AUTOBLOCCANTE M5 UNI 7474-5S,1,65NG00R38-04_2
2519776007,1,5,DIN 6325 8 X 30,1,65NG00R38-04_2
0NG2479,1,6, ,1,65NG00R38-04_2
2519774002,1,7,DIN 6325 6 X 20,1,65NG00R38-04_2
0NG2484,1,8, ,1,65NG00R38-04_2
2509208041,1,9,IR 15X18X16,1,65NG00R38-04_2
0NG2486,1,1, ,1,65NG00R38-05_2
0NG2471,1,2, ,1,65NG00R38-05_2
0NG2470,1,3, ,1,65NG00R38-05_2
0NG2485,1,4, ,1,65NG00R38-05_2
0NG2687,1,5, ,1,65NG00R38-05_2
0NG2686,1,6, ,1,65NG00R38-05_2
0NG2684,1,7, ,1,65NG00R38-05_2
0NG2688,1,8, ,1,65NG00R38-05_2
0NG2689,1,9, ,1,65NG00R38-05_2
0NG2683,1,10, ,1,65NG00R38-05_2
2519780079,1,11,6X16,1,65NG00R38-05_2
0NG2534,1,12, ,1,65NG00R38-05_2
0NG2533,1,13, ,1,65NG00R38-05_2
2520705004,1,14,T.S.B UNI 5933-67-10.9 M6 X 16,1,65NG00R38-05_2
0NG2497,1,1, ,1,65NG00R38-06_2
0NG2693,1,2, ,1,65NG00R38-06_2
2520502002,1,3,T.C.B UNI 5931-67-8.8 M4 X 8,1,65NG00R38-06_2
2520505003,1,4,T.C.B UNI 5931-67-8.8 M8 X 18,1,65NG00R38-06_2
0NG2685,1,5, ,1,65NG00R38-06_2
0NG2692,1,6, ,1,65NG00R38-06_2
2519601008,1,7,"UNI 6592 8,4 X 16 X 1,6",1,65NG00R38-06_2
0NG2697,1,8, ,1,65NG00R38-06_2
0NG2694,1,9, ,1,65NG00R38-06_2
0NG2702,1,10, ,1,65NG00R38-06_2
2520504110,1,11,T.C.B. UNI 5931-67-X10CR13 M6 X 35,1,65NG00R38-06_2
0NG2701,1,12, ,1,65NG00R38-06_2
0NG2535,1,1, ,1,65NG00R38-07_2
2520504104,1,2,T.C.B UNI 5931-67-X10CR13 M6 X 16,1,65NG00R38-07_2
0NG2700,1,3, ,1,65NG00R38-07_2
2520705104,1,4,T.S.B.UNI 5933-67 X10CR13 M6 X 16,1,65NG00R38-07_2
0NG3494,1,5, ,1,65NG00R38-07_2
2520705102,1,6,T.S.B UNI 5933-67X10CR13 M6X20,1,65NG00R38-07_2
2520705103,1,7,T.S.B.UNI 5933-67 X10CR13 M6 X 14,1,65NG00R38-07_2
2520305023,1,8,TE UNI 5739-65-8.8 M6 X 60,1,65NG00R38-07_2
2519503001,1,9,UNI 5589-65 6S  M6 X 4,1,65NG00R38-07_2
0NG2690,1,10, ,1,65NG00R38-07_2
2520504004,1,11,T.C.B UNI 5931-67-8.8 M6 X 16,1,65NG00R38-07_2
2545711181,1,1,XCS-E7311,1,65NG00R38-08_1
2512201207,1,1, ,1,65NG00R39-01_1
2513919204,1,2,"M.F.CAMOZZI MOD.2520 1/4""-1/4""",1,65NG00R39-01_1
0NG3871,1,3, ,1,65NG00R39-01_1
2509204020,1,4,NKS 50 (50X65X22),1,65NG00R39-01_1
2520504008,1,5,T.C.B UNI 5931-67-8.8 M6 X 25,1,65NG00R39-01_1
2549402193,1,6, ,1,65NG00R39-01_1
2549503023,1,7, ,1,65NG00R39-01_1
0NG10247,1,8, ,1,65NG00R39-01_1
0NG3860,1,1, ,1,65NG00R39-02_1
0NG3874,1,2, ,1,65NG00R39-02_1
0NG3861,1,3, ,1,65NG00R39-02_1
2519530001,1,4,GUK/10/10 MC,1,65NG00R39-02_1
0NG3864,1,5, ,1,65NG00R39-02_1
2509212100,1,6,COMB.E REGGISP.  NKX 20 Z (20X30),1,65NG00R39-02_1
2520503003,1,7,T.C.B UNI 5931-67-8.8 M5 X 14,1,65NG00R39-02_1
0NG3865,1,8, ,1,65NG00R39-02_1
4001019021,1,9, ,1,65NG00R39-02_1
0NG3875,1,10, ,1,65NG00R39-02_1
4001027081,1,11, ,1,65NG00R39-02_1
2519530003,1,12,GUK/10/15 MC,1,65NG00R39-02_1
2509208142,1,13,IR 45X50X25,1,65NG00R39-02_1
2509208028,1,14,"IR 12X15X12,5",1,65NG00R39-02_1
2509208029,1,15,INTERNO IR 12X15X16,1,65NG00R39-02_1
2509208311,1,16, ,1,65NG00R39-02_1
0NG3866,1,1, ,1,65NG00R39-03_1
2509212337,1,2,NX 15Z 15X24X28,1,65NG00R39-03_1
0NG7073,1,3, ,1,65NG00R39-03_1
2519530001,1,4,GUK/10/10 MC,1,65NG00R39-03_1
2519773012,1,5,25 5 X 35        25 5 X 35,1,65NG00R39-03_1
0NG3867,1,6, ,1,65NG00R39-03_1
0NG3868,1,7, ,1,65NG00R39-03_1
2519202422,1,8,A DISCO IMBUT. B DIN 2093 C72 28,1,65NG00R39-03_1
0NG7681,1,9, ,1,65NG00R39-03_1
0NG3869,1,10, ,1,65NG00R39-03_1
2520503013,1,11,T.C.B UNI 5931-67-8G M5 X 50,1,65NG00R39-03_1
0NG3870,1,13, ,1,65NG00R39-03_1
2520502052,1,1,T.C.B.UNI 9327 M4 X 10,1,65NG00R39-04_1
0NG3988,1,2, ,1,65NG00R39-04_1
0NG3989,1,3, ,1,65NG00R39-04_1
0NG3904,1,4, ,1,65NG00R39-04_1
2509216030,1,5, ,1,65NG00R39-04_1
2519520006,1,6,M5 UNI 7473-5S,1,65NG00R39-04_1
0NG7490,1,7, ,1,65NG00R39-04_1
2509216037,1,8,"INA RSTO 5 X TV (7X16X7,8)",1,65NG00R39-04_1
0NG3892,1,9, ,1,65NG00R39-04_1
0NG3873,1,10, ,1,65NG00R39-04_1
2519720004,1,11,ELASTICA C72 - DIN 1481 2 X 12,1,65NG00R39-04_1
0NG7489,1,12, ,1,65NG00R39-04_1
0NG3859,1,13, ,1,65NG00R39-04_1
2519720007,1,14,C72 - DIN 1481 2 X 16,1,65NG00R39-04_1
0NG3896,1,1, ,1,65NG00R39-05_1
2520504011,1,2,T.C.B UNI 5931-67-8.8 M6 X 40,1,65NG00R39-05_1
0NG3902,1,3, ,1,65NG00R39-05_1
0NG3879,1,4, ,1,65NG00R39-05_1
2509216030,1,5, ,1,65NG00R39-05_1
0NG3878,1,6, ,1,65NG00R39-05_1
2520510110,1,7,T.C.B CALIBRATA UNBRAKO M8/10 X 40,1,65NG00R39-05_1
0NG3903,1,8, ,1,65NG00R39-05_1
2519601005,1,9,"UNI 6592 5,3 X 10 X 1",1,65NG00R39-05_1
2520503002,1,10,T.C.B UNI 5931-67-8.8 M5 X 12,1,65NG00R39-05_1
0NG486,1,1, ,1,65NG00R4-01_1
0NG7036,1,2, ,1,65NG00R4-01_1
2520504001,1,3,T.C.B UNI 5931-67-8.8 M6 X 10,1,65NG00R4-01_1
0NG226,1,4, ,1,65NG00R4-01_1
2519103015,1,5,SEEGER A 18,1,65NG00R4-01_1
4001024072,1,6, ,1,65NG00R4-01_1
0NG6896,1,7, ,1,65NG00R4-01_1
0NG7647,1,8, ,1,65NG00R4-01_1
0NG338,1,9, ,1,65NG00R4-01_1
2513102132,1,10,"GACO OR 4362 (3,53X91,67)",1,65NG00R4-01_1
2513102042,1,11,"GACO OR 3075 (2,62X18,72)",1,65NG00R4-01_1
2519104062,1,12,SEEGER I 90 DIN 472-UNI 743,1,65NG00R4-01_1
2520503007,1,13,T.C.B UNI 5931-67-8.8 M5 X 22,1,65NG00R4-01_1
0NG777,1,14, ,1,65NG00R4-01_1
0NG284,1,15, ,1,65NG00R4-01_1
2520505009,1,16,T.C.B UNI 5931-67-8.8 M8 X 40,1,65NG00R4-01_1
0NG483,1,17, ,1,65NG00R4-01_1
2509210211,1,18,DHK 1212=HK 1212 (12X18X12),1,65NG00R4-01_1
2519536014,1,19,"KUSO MRR M25 X 1,5",1,65NG00R4-01_1
0NG279,1,20, ,1,65NG00R4-01_1
2509208075,1,21,IR 20X25X30,1,65NG00R4-01_1
2513102037,1,22,"GACO OR 119 (2,62X15,08)",1,65NG00R4-01_1
2508121006,1,23,"3205 (25X52X20,6)",1,65NG00R4-01_1
4001019021,1,24, ,1,65NG00R4-01_1
0NG282,1,25, ,1,65NG00R4-01_1
0NG278,1,26, ,1,65NG00R4-01_1
2509212099,1,27,INA NKX 25 Z (25X37),1,65NG00R4-01_1
2513101092,1,28,25X37X5,1,65NG00R4-01_1
2513102143,1,29,"GACO OR 4500 (3,53X126,6)",1,65NG00R4-01_1
2520505006,1,30,T.C.B UNI 5931-67-8.8 M8 X 25,1,65NG00R4-01_1
2520506012,1,31,T.C.B UNI 5931-67-8.8 M10 X 55,1,65NG00R4-01_1
2519520004,1,32,AUTOBLOCCANTE M4 UNI 7473-5S,1,65NG00R4-01_1
0NG7747,1,33, ,1,65NG00R4-01_1
0NG7747,1,34, ,1,65NG00R4-01_1
0NG339,1,35, ,1,65NG00R4-01_1
0NG403,1,35, ,1,65NG00R4-01_1
0NG663,1,37, ,1,65NG00R4-01_1
0NG286,1,38, ,1,65NG00R4-01_1
2509208144,1,39,IR 45X50X35,1,65NG00R4-01_1
2513102037,1,40,"GACO OR 119 (2,62X15,08)",1,65NG00R4-01_1
2519530005,1,41,GUK/20X1,1,65NG00R4-01_1
0NG3670,1,42, ,1,65NG00R4-01_1
2520504004,1,43,T.C.B UNI 5931-67-8.8 M6 X 16,1,65NG00R4-01_1
